Test Date,Borough,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,year,month
2021-07-03,Bronx,29,177251,4808,3993868,2021,7
2021-07-04,Bronx,28,177279,4046,3997914,2021,7
2021-07-05,Bronx,14,177293,2527,4000441,2021,7
2021-07-06,Bronx,70,177363,6425,4006866,2021,7
2021-07-07,Bronx,62,177425,9796,4016662,2021,7
2021-07-08,Bronx,84,177509,8697,4025359,2021,7
2021-07-09,Bronx,50,177559,7279,4032638,2021,7
2021-07-10,Bronx,52,177611,4679,4037317,2021,7
2021-07-11,Bronx,49,177660,4088,4041405,2021,7
2021-07-12,Bronx,49,177709,4549,4045954,2021,7
2021-07-13,Bronx,65,177774,5502,4051456,2021,7
